179368,966324231422182107313174
285964,966324231422182107313174
286860,966324231422182107313174
195895,966324231422182107313174
282350,966324231422182107313174
187196,132311817043202015620572
283029,132311817043202015620572
51021,132311817043202015620572
21463,132311817043202015620572
261819,132311817043202015620572
202957,132311817043202015620572
224339,132311817043202015620572
287684,966324231422182107313174
286784,966324231422182107313174
287985,966324231422182107313174
192495,966324231422182107313174
179257,132311817043202015620572
287789,132311817043202015620572
228669,132311817043202015620572
286817,132311817043202015620572
286939,132311817043202015620572
277797,132311817043202015620572
261819,132311817043202015620572
197973,132311817043202015620572
222797,132311817043202015620572
224339,132311817043202015620572
166373,132311817043202015620572
187593,132311817043202015620572
180519,132311817043202015620572
258161,132311817043202015620572
235023,132311817043202015620572
288459,132311817043202015620572
186863,132311817043202015620572
205551,132311817043202015620572
144743,132311817043202015620572
182707,132311817043202015620572
287011,132311817043202015620572
192023,132311817043202015620572
202957,132311817043202015620572
187968,966324231422182107313174
282959,529382015132319205726300
258725,966324231422182107313174
193567,529382015132319205726300
279545,966324231422182107313174
282950,966324231422182107313174
277527,529382015132319205726300
182840,966324231422182107313174
110818,966324231422182107313174
181230,966324231422182107313174
280921,907227159132319045727410
277234,966324231422182107313174
279379,907227159132319045727410
281333,132311817043202015620572
200084,966324231422182107313174
181962,966324231422182107313174
203917,529382015132319205726300
275291,907227159132319045727410
117678,966324231422182107313174
286308,966324231422182107313174
187145,966324231422182107313174
120688,966324231422182107313174
276815,966324231422182107313174
284156,966324231422182107313174
188002,966324231422182107313174
277064,966324231422182107313174
187282,966324231422182107313174
280985,966324231422182107313174
282004,966324231422182107313174
205275,966324231422182107313174
232587,529382015132319205726300
277298,966324231422182107313174
262983,132311817043202015620572
113721,907227159132319045727410
262982,966324231422182107313174
187770,966324231422182107313174
183176,966324231422182107313174
281534,966324231422182107313174
256355,966324231422182107313174
284249,132311817043202015620572
191239,907227159132319045727410
283032,966324231422182107313174
201540,966324231422182107313174
282457,132311817043202015620572
272375,966324231422182107313174
279688,966324231422182107313174
271838,966324231422182107313174
182985,966324231422182107313174
190408,966324231422182107313174
278864,966324231422182107313174
280666,966324231422182107313174
272880,966324231422182107313174
282687,529382015132319205726300
282166,966324231422182107313174
281195,966324231422182107313174
191730,966324231422182107313174
282283,132311817043202015620572
185664,966324231422182107313174
276242,966324231422182107313174
207106,966324231422182107313174
200026,966324231422182107313174
283968,966324231422182107313174
251774,966324231422182107313174
281502,966324231422182107313174
255930,966324231422182107313174
232738,966324231422182107313174
249466,966324231422182107313174
270975,966324231422182107313174
282395,966324231422182107313174
265655,966324231422182107313174
287985,966324231422182107313174
287225,966324231422182107313174
206462,966324231422182107313174
286338,966324231422182107313174
132624,966324231422182107313174
124934,966324231422182107313174
256236,966324231422182107313174
195795,966324231422182107313174
187628,966324231422182107313174
286784,966324231422182107313174
182334,966324231422182107313174
156642,966324231422182107313174
190956,966324231422182107313174
287954,966324231422182107313174
286828,966324231422182107313174
200054,966324231422182107313174
195885,966324231422182107313174
189012,966324231422182107313174
204492,966324231422182107313174
191964,966324231422182107313174
287684,966324231422182107313174
286474,966324231422182107313174
183555,966324231422182107313174
264500,966324231422182107313174
191812,966324231422182107313174
202955,966324231422182107313174
208305,966324231422182107313174
287090,966324231422182107313174
239253,132311817043202015620572
133023,132311817043202015620572
286049,132311817043202015620572
192717,132311817043202015620572
193887,132311817043202015620572
287181,132311817043202015620572
